TimeToNearestStation,TradePriceCAD
0.0,246519.91666666663
1.0,240144.39060767944
1.2857142857142858,69285.0
1.3333333333333333,53009.99999999999
1.6,176700.0
1.6216216216216217,26969.999999999996
1.7397260273972603,195300.0
1.9545454545454546,76260.0
1.9782608695652173,32549.999999999996
1.9801324503311257,249937.49999999997
2.0,222963.50698616402
2.1666666666666665,145777.49999999997
2.1904761904761907,111599.99999999999
2.3181818181818183,110437.5
2.324324324324324,111600.0
2.3333333333333335,241799.99999999997
2.4,158216.24999999997
2.411764705882353,88350.0
2.4285714285714284,213899.99999999997
2.4760147601476015,170976.92307692306
2.5839416058394162,279000.0
2.588235294117647,80600.0
2.6066176470588234,276675.0
2.6305220883534135,317794.28571428574
2.6363636363636362,130200.0
2.6402439024390243,246139.99999999997
2.6575342465753424,189100.0
2.8,148800.0
2.8333333333333335,75330.0
2.8354430379746836,33480.0
2.8461538461538463,155000.0
2.888888888888889,162750.0
2.9,120899.99999999999
2.925,58589.99999999999
2.932584269662921,238390.0
2.93859649122807,342386.8421052631
2.9665551839464883,211711.76470588232
2.9834437086092715,180768.75
2.9836065573770494,45171.42857142857
3.0,221725.63862791404
3.0317460317460316,146940.0
3.0342205323193916,207700.0
3.042105263157895,76259.99999999999
3.0930232558139537,181350.0
3.1147540983606556,397575.0
3.1225806451612903,243660.0
3.125,18600.0
3.1371681415929205,232499.99999999997
3.1666666666666665,257525.4545454545
3.1695652173913045,313293.75
3.173611111111111,251099.99999999997
3.1907514450867054,220542.85714285713
3.2193548387096773,224741.84210526315
3.2357274401473295,245198.07692307688
3.263657957244656,247734.2857142857
3.27027027027027,278418.75
3.282608695652174,284521.875
3.3207547169811322,179490.0
3.3477801268498943,229229.99999999997
3.35,86490.0
3.363013698630137,144150.0
3.3666666666666667,195299.99999999997
3.4,111599.99999999999
3.4029850746268657,45570.0
3.4150943396226414,206459.99999999997
3.4227642276422765,150350.0
3.4393939393939394,66960.0
3.4523809523809526,204599.99999999997
3.5,106949.99999999999
3.5185185185185186,241799.99999999997
3.5451505016722407,256060.0
3.546583850931677,220985.7142857143
3.546875,237149.99999999997
3.5483870967741935,184007.14285714287
3.552941176470588,322400.0
3.559322033898305,204267.8571428571
3.5714285714285716,183210.0
3.582172701949861,195299.99999999997
3.601328903654485,503528.57142857136
3.6101083032490973,257538.4615384615
3.6217303822937628,207867.56756756754
3.625,153450.0
3.628705148205928,175615.0
3.63231850117096,151457.14285714287
3.6363636363636362,59519.99999999999
3.6379310344827585,146754.0
3.651006711409396,241055.99999999994
3.6524064171122994,210371.47058823527
3.654135338345865,106949.99999999999
3.6610169491525424,116249.99999999999
3.661417322834646,325500.0
3.675,327359.99999999994
3.676056338028169,65099.99999999999
3.685185185185185,211482.0
3.6923076923076925,82072.5
3.7002583979328167,333146.6666666667
3.7083333333333335,427800.0
3.7142857142857144,118420.0
3.7169811320754715,158100.0
3.721212121212121,262259.99999999994
3.7288401253918497,240870.0
3.7552870090634443,178028.57142857142
3.7712082262210798,373860.0
3.7751322751322753,229090.0
3.7777777777777777,225736.36363636365
3.7857142857142856,100439.99999999999
3.793103448275862,297600.0
3.8,522350.0
3.8076923076923075,55799.99999999999
3.811023622047244,155620.0
3.8118279569892475,435120.0
3.8247422680412373,188066.66666666663
3.8333333333333335,74400.0
3.8461538461538463,464999.99999999994
3.8518518518518516,322399.99999999994
3.8615384615384616,158100.0
3.875,130200.0
3.8771186440677967,106604.57142857142
3.8805970149253732,399900.0
3.8914285714285715,288300.0
3.9002770083102494,287170.71428571426
3.9034482758620688,282564.99999999994
3.9074074074074074,313874.99999999994
3.9168591224018474,82105.71428571429
3.92,269700.0
3.9206349206349205,167400.0
3.927536231884058,206769.99999999997
3.9285714285714284,189100.0
3.9350104821802936,199949.99999999997
3.945337620578778,234360.0
3.9586206896551723,192561.15
3.975359342915811,290997.0
3.9945355191256833,94944.54545454544
4.0,218765.38859378808
4.016260162601626,181615.7142857143
4.03170731707317,179456.7857142857
4.031746031746032,185999.99999999997
4.037190082644628,403000.0
4.050420168067227,234860.76923076922
4.0588235294117645,258075.0
4.0754716981132075,641700.0
4.076923076923077,121962.85714285713
4.082089552238806,221649.99999999997
4.089385474860335,140778.75
4.091787439613527,155929.99999999997
4.1,251099.99999999997
4.1033333333333335,236715.99999999997
4.119363395225464,144656.33333333334
4.122047244094488,39060.0
4.125984251968504,334800.0
4.128787878787879,148799.99999999997
4.130434782608695,165540.0
4.1345029239766085,321721.87499999994
4.142857142857143,71145.0
4.153846153846154,213899.99999999997
4.162790697674419,36270.0
4.183794466403162,130819.99999999999
4.2063492063492065,288300.0
4.206896551724138,270227.0
4.2164179104477615,64402.49999999999
4.222222222222222,83700.0
4.231863442389758,220277.14285714284
4.25,98347.5
4.269592476489028,241800.0
4.272517321016166,151792.17391304346
4.2727272727272725,58589.99999999999
4.276666666666666,239475.0
4.278215223097113,239435.14285714284
4.28,102299.99999999999
4.297297297297297,44950.0
4.3076923076923075,193750.0
4.3088235294117645,240637.49999999997
4.315789473684211,139500.0
4.318181818181818,83700.0
4.332191780821918,241419.54545454544
4.348837209302325,128340.0
4.350223546944858,129338.0487804878
4.351851851851852,60449.99999999999
4.352941176470588,247612.5
4.3552238805970145,81026.25
4.370429252782194,234392.06896551725
4.401869158878505,133388.57142857142
4.407407407407407,223199.99999999997
4.411585365853658,162750.0
4.411764705882353,223199.99999999997
4.412526997840173,356606.0526315789
4.41439205955335,183931.55172413794
4.416666666666667,108500.0
4.424242424242424,233244.0
4.424657534246576,272799.99999999994
4.426966292134831,241800.0
4.429223744292237,182744.99999999997
4.4300411522633745,214758.4615384615
4.430830039525691,202429.99999999997
4.440677966101695,144150.0
4.445255474452555,151822.5
4.463414634146342,221526.0
4.46742671009772,234050.0
4.488188976377953,235173.75
4.490683229813665,67425.0
4.493548387096774,130200.0
4.5,176700.0
4.506306306306306,270829.28571428574
4.506849315068493,269700.0
4.517857142857143,554280.0
4.52233676975945,287915.17241379304
4.52755905511811,251100.0
4.54320987654321,338287.49999999994
4.548780487804878,227850.0
4.5532407407407405,136337.99999999997
4.559796437659033,233430.0
